cluster_id,GO_hit,gene_symbols,annotated_label
95,centriolar satellite,SUN2 CCDC102A CNTROB CEP131 CCDC57 LRRC45 PHLDB1 TNIP2 CCDC177 INCENP TRIOBP SPAG5 HIP1R CCDC13 CEP164 CCDC154 CGN CDR2L LZTS1 GCC1 CCHCR1 CROCC LZTS2 DEF6 CCDC185 LZTS3 CEP72 MAD1L1 CRACR2B BICDL2 CCDC27 KIFC3 TUFT1 HOMER3 BECN2 CCDC88B TNIP1 RASSF10 TXLNA KIF7 USHBP1 CALCOCO1 EFCC1 CARD9 TSKS AMOTL2 CCDC157 RNF40 PLVAP CEP85 HOOK2 N4BP3 PPP1R9B RABEP2 CROCC2 FBF1 PHLDB3,
228,centriolar satellite,CSPP1 KIAA0408 SPATA6 RASSF9 KANSL1L FAM149A FSIP1 GMNC CEP95 KIAA1328 FAM13C KIAA0753 LCA5L AKNAD1 MPHOSPH9 CCDC66 JHY SSX2IP KATNBL1 CCDC14 GORAB KIAA0586 SPICE1 SPATA7 LRRC36 TANK FAM149B1 CCDC138 FAM217A BLZF1 MBIP CAPS2 FAM13A C12orf50 LCA5 NEK1 AZI2,
150,centromere complex assembly,SYCE2 ORC6 TEX12 CCDC197 CCDC172 MIS12 CENPU RNASEH2B SHCBP1 BIRC5 C5orf58 CENPH HAUS4 SKA1 MIS18A CCDC122 DSN1 NUF2 HAUS8 MAD2L1 DEPDC4 MND1 PSMC3IP CENPM CENPO SYCE3 CENPS CENPQ HPF1 DNAJC9 ZWILCH HAUS3 CENPP SPC24 ITGB3BP SFR1 HAUS1 SKA2 SYCP3 CENPN YEATS4 ZWINT C4orf46 GEMIN2 CENPK NDC80 SPC25,
368,chaperone-mediated protein complex assembly,RAD51B ASNSD1 BBS12 FPGT LRATD1 DCAF17 BBS10 FDXACB1 POT1 MCMDC2 NICN1 LCMT2 C1orf74 AASDH FANCF ABHD15 MKKS WDCP,
144,chemokine activity,CCL27 IL17F CCL26 CCL20 CXCL12 CCL3L1 XCL1 CGA CCL5 CXCL13 CCL8 CCL2 CCL19 CXCL2 CCL7 CCL11 CXCL8 CCL4 CCL24 CCL14 CXCL1 EDN1 CCL18 CXCL3 CXCL6 IL17A CCL17 CCL25 CCL13 CCL21 CXCL14 PF4V1 CCL3 CCL4L2 CCL16 PPBP CCL28 ADM5 CCL22 XCL2 CCL15 CXCL9 CXCL10 PF4 CXCL11 CXCL5 CCL23 CCL1,
322,chemorepellent activity,NETO2 SHISA9 DCBLD1 SEMA6D NETO1 SGCE BMPR2 FAM171B DOK6 AJAP1 RNF19A SHISA6 PPM1E NRG1 SEMA6A FAM171A1 NRG3 NRG2 STIM2 CACHD1 DCBLD2 LRP12,
191,chloride transmembrane transporter activity,SLC12A7 SLC26A11 SLC26A4 CLCNKA SLC28A2 CLCN7 SLC9A2 SLC9A9 GPR155 SLC12A4 OCA2 CLCN1 SLC9A4 SLC23A1 SLC26A8 SLC12A8 SLC9A3 CLCN3 SLC12A9 SLC26A2 SLC9A5 SLC26A7 SLC26A3 SLC26A9 SLC9A8 SLC26A6 SLC11A2 SLC12A2 CLCNKB SLC4A7 SLC9A1 SLC12A6 CLCN2 SLC26A5 SLC12A1 SLC12A5 CLCN6 SLC12A3 SLC47A1 SLC28A1 SLC26A1,
431,chromosome condensation,SMC4 TAX1BP1 SMC2 SMC6 SMC1B RAD50 SMC3 SMARCA5 CTNNAL1 STK31 SMC5,
66,ciliary transition fiber,CCDC68 SASS6 CCDC93 CEP85L ODF2L KIF15 CEP89 CEP112 TSGA10 GKAP1 CCDC152 SPDL1 FAM81A CCDC62 CEP162 CEP57 CCDC30 CEP290 HOOK1 SDCCAG8 CEP152 EVC2 CCDC171 CEP70 SCLT1 DZIP1 CCDC125 CCDC150 MIPOL1 CNTLN FHAD1 CEP83 CEP63 CCDC73 LZTFL1 ODF2 CCDC186 CCDC192 SLMAP CCDC77 C6orf163 KIF27 CEP55 CEP128 PLEKHD1 CCDC170 PIBF1 CCDC18 CIP2A RPGRIP1L HMMR PMFBP1 FAM184A DEUP1 CCDC102B CCDC91 SYCP1 GOLGA1 CCDC89 CCDC158 KTN1 LEKR1 CEP120 CEP135 LRRCC1,
193,coated membrane,CAPZA1 PITPNA ARRDC4 ARPC4 UCHL5 ATP6V1C1 VAPB AP3M2 AP3M1 AP3S2 ARRDC5 AP4S1 ARCN1 PITPNB AP4M1 ARRB2 MAD2L2 AP3S1 TXNIP VPS26B COPZ1 ARPC2 ARRDC3 ARHGDIB AP1S3 AP2M1 ARRDC1 COPZ2 CAPZA2 ARRB1 VPS26C ARPC5 AP1S1 RGP1 ARHGDIA ARRDC2 VPS26A AP2S1 CAPZB AIDA SAG,
269,collagen catabolic process,MMP25 SMPD1 MMP7 MMP15 MMP12 HPX MMP2 MMP28 MMP13 MMP19 MMP27 MMP3 MMP16 MMP11 CPZ MMP10 MMP14 MMP26 MMP24 AEBP1 MMP21 MMP17 MMP20 CPXM1 MMP9 MMP8 MMP23B VTN MMP1,
42,collagen fibril organization,ITGB8 ADAMTSL3 ADAMTS15 SPON1 NAGPA ADAM29 THSD4 LOXL2 ADAMTS7 ADAMTS13 PRSS12 ADAM32 ADAMTS18 THSD7B ITGB1 ADAM21 PCSK6 ADAMTS2 ADAM15 SEMA5A ADAMTS6 ADAMTS4 ADAMTS3 TLL1 ADAM12 ADAMTS9 ADAM17 ADAM33 ADAMTSL4 ADAM11 ADAMTS14 ADAM9 ADAM28 ADAMTS1 ADAMDEC1 LOXL4 ADAM7 ADAMTSL1 PAPPA EGF ADAMTS10 ADAMTS19 ADAMTS5 ADAMTS16 ADAMTS17 LOXL3 ADAM20 PAPPA2 ITGB3 VWDE ITGB2 HHIPL1 ADAM10 ITGB7 ADAM18 ADAMTS12 ADAM22 BMP1 ADAMTS8 MRC2 ITGB6 ADAMTSL2 ITGB5 SEMA5B ADAM8 THSD7A PAPLN ADAM2 ADAM19 ADAM30 TLL2 ADAMTS20 ADAM23,
62,collagen trimer,MBL2 COL5A2 FCN2 COL5A3 COL21A1 COL18A1 COL4A3 C1QTNF2 COL7A1 COLQ EMID1 COL28A1 C1QA C1QTNF7 C1QTNF3 COL5A1 COL19A1 COL9A3 COL15A1 C1QB COL17A1 C1QTNF9 SFTPD GLDN COL27A1 COLEC11 SCARA3 COL8A2 C1QTNF5 COL16A1 COL4A1 COL10A1 COL1A1 COLEC10 ADIPOQ COL2A1 SFTPA2 CCBE1 C1QTNF9B MARCO COL11A2 COL6A1 COL8A1 OTOL1 COL9A1 COL23A1 COL3A1 COL6A2 COL1A2 COL4A4 COL11A1 SCARA5 MSR1 COL4A2 COL9A2 SFTPA1 COL24A1 FCN1 COL22A1 COL25A1 COLEC12 COL13A1 COL26A1 FCN3 C1QC COL20A1,
69,"complement activation, classical pathway",C1RL C1S PROZ PAMR1 APOH CLEC18B OVCH2 CFHR3 C6 SUSD1 HGF CD163 F7 TINAGL1 C8B SSC4D WFIKKN2 MASP1 TMPRSS6 HPR CD163L1 CFI C4BPB C8A PLAT CD5L F12 PROC HGFAC CFHR4 TMPRSS15 C7 KLKB1 MASP2 CFB CFH F13B C2 PLAU HHIP OVCH1 SELP F10 PLG CR2 CLEC18A CLEC18C C4BPA F11 CD46 F2 CFHR2 HP MST1 C9 CR1L ELSPBP1 CD55 C1R CFHR1 HABP2 CFHR5 TINAG SELE,
449,condensed nuclear chromosome,HUS1B POLR1C TBPL1 RAD9B HUS1 TBPL2 STRA8 RAD9A RAD1,
143,contractile actin filament bundle,AJUBA SMYD1 CPSF4L FHL2 CSRP3 LIMS2 CSRP2 PPP1R13L EFS PRICKLE4 FBLIM1 ZMYND19 LMO3 LMO1 TGFB1I1 PDLIM1 FHL3 PDLIM4 ZC2HC1A CSRP1 PDLIM3 CRIP2 LDB3 LIMS1 LMO4 MYOZ3 TRIP6 PDLIM7 SCEL LIMS4 LMCD1 PXN RNF122 PDLIM5 CRIP1 LIMD1 MKRN3 TES FHL5 ZYX ZC3HAV1L PDLIM2 LPXN LIMS3 CRIP3 LMO2 LIMD2 CPSF4,
70,core mediator complex,KXD1 MED7 PSMD9 DFFA BLOC1S5 BAG2 FGFR1OP2 ARMC1 FBXO28 BLOC1S6 MAP3K7CL MED8 CINP C3orf14 MED10 MED30 RTRAF WTAP BBIP1 BORCS7 SPATA24 SCOC MED29 MED11 ROGDI C1D RPRD1A SS18L2 BLOC1S2 MED4 LSM12 BCAS2 C1orf109 MED31 LZIC DR1 MED27 DTNBP1 IFT20 PDCD10 LIN52 MED22 DGCR6L MED21 HAUS2 SNAPIN THOC7 SVBP SIKE1 BORCS8 MZT1 DCTN3 SRP19 MED9 BORCS5 MED6 DGCR6 PMF1 RPRD1B GID8 MED28 C19orf25 GOLGA7,
377,cortical actin cytoskeleton organization,EPB41L3 OXR1 RABGAP1L AMPH NCOA7 APBB1 KANK4 SUCO FAM169A APBB2 EPB41 RABGAP1 CNGB1 MAPT EPB41L2 SNX16 FAM172A EPB41L1,
6,cyclin-dependent protein kinase activity,MAP3K8 RPS6KB2 NUAK1 MOS RIPK2 STK16 CHEK2 MELK AURKC CDK15 CDK7 HUNK CAMK1 CDKL3 SGK2 MYLK3 AURKB CDK20 TSSK3 PLK1 PHKG1 MAPK15 MYLK2 TNK1 MOK CDK18 PSKH1 PLK5 STK17B GRK7 TESK2 TSSK1B TRIB3 HIPK4 NEK2 STK33 CDK3 STK32A CDK4 MAPK6 RIPK3 PSKH2 CDK5 DMPK CAMK1G NIM1K CDK1 SBK2 DAPK3 NEK11 PDIK1L CDK6 PLK3 TSSK6 PKMYT1 TSSK2 CDKL4 PHKG2 NEK3 AURKA PIM3 MAK STK32B VRK2 SGK1 CDKL1 CHEK1 MKNK2 NEK4 CDK2 STK40 NEK8 SIK1 CDKL2 ULK3 STK17A PRKACG SNRK RPS6KA4 STK11 DYRK3 PIM1 DAPK2 TSSK4 PLK2 NUAK2 MAPK4 TRIB2 MKNK1 CDK10 DYRK1B CDK9 DYRK4 DCLK3 RSKR MYLK4 SBK1,
11,cyclin-dependent protein serine/threonine kinase inhibitor activity,PLA2G6 MTPN PPP1R16A ANKMY2 ASB5 PPP1R12C FANK1 ANKRA2 ANKFY1 ANKRD37 ASB6 ANKRD23 ANKRD46 ANKRD29 RSPH14 ACBD6 CDKN2B ANKRD42 FEM1C ASB7 ASB4 ANKS3 ANKRD44 NFKB1 ANKRD54 ANKRD10 ANKRD66 ASB16 PPP1R16B ASB14 ANKRD22 ANKRD6 ANKDD1B ILK NFKBIE NFKBIB NFKBIA ANKRD39 ASB3 MIB1 NFKBID ANKRD30BL ANKRD61 ASB8 ANKK1 RIPK4 FEM1B ANKRD53 NFKBIZ ANKMY1 ASZ1 TNKS2 ANKRD49 CDKN2C ANKRD33B ANKRD65 ANKS6 FEM1A ASB1 ANKRD55 ANKRD7 RFXANK ANKRD28 ANKRD1 ANKEF1 BCL3 ANKRD16 ANKRD50 OSTF1 ASB2 ANKRD60 ASB15 ANKRD45 KANK2 CDKN2A NRARP ASB10 ASB18 ANKDD1A ANKRD52 TNKS INVS ANKRD27 TNNI3K MIB2 CDKN2D ANKRD2 ASB13 NFKB2 PPP1R27,
273,cyclin-dependent protein serine/threonine kinase regulator activity,BRF2 CCNE2 CCNH CNPPD1 CCNF FBXO8 CCNC CCNJ RHOBTB3 CCNG2 CCNB1 CCNI2 CCNA1 CCNB2 CCNJL CCNYL1 SPDYA CCNO CNTD1 CCNI CCND1 CCND3 BTG4 ARHGAP11B CCND2 TBC1D7 CCNE1 CCNG1,
177,cyclosporin A binding,DNAJB5 DNAJB9 PPIL1 DNAJB8 DNAJB13 DNAJA2 PPIAL4G DNAJB6 PPIAL4F PPIA DNAJB14 PPIB PPIAL4H PPIF DNAJB12 DNAJC18 PPIL3 PABPC4L DNAJB11 RHBDD1 NACA2 DNAJB4 HAX1 DNAJA1 PPIC MLF1 PPID DNAJB7 SARAF DNAJB2 PPIAL4C PPIAL4E PPIH PPIAL4D DNAJB1 TPPP2 DNAJA4 SUMO4 PPIE MLF2 SELENOK PPIAL4A TXNDC8,
175,cysteine-type deubiquitinase activity,GPR156 SSH2 STOX1 USP54 MTMR3 FAM83B LMTK2 PLCH1 OTUD7B TBC1D30 FRMPD1 XKR5 TTBK2 TNFAIP3 ERBIN ARHGAP31 PLEKHG1 NIBAN1 RNF157 FHDC1 GAREM1 USP43 TAGAP TTLL5 PTPN22 LRRC66 TEX14 PTPN12 OTUD7A PLEKHG3 ARHGAP32 ARHGEF33 TRIM37 VEZT ZC3H12C ITPRID1 DCAF5 DUSP16 USP6NL SNCAIP ARHGAP20 ZNRF3 USP31,
216,cysteine-type deubiquitinase activity,USP17L15 UBOX5 USP17L8 USP17L10 USP17L20 KDM4E USP30 USP17L25 MINDY4B USP17L17 USP17L12 UBQLNL USP17L27 USP17L22 USP50 DYTN USP17L29 USP17L18 RNF25 USP17L1 USP17L23 USP17L13 USP17L4 USP17L5 USP17L7 USP17L28 USP17L24 USP17L2 RECQL5 USP17L3 USP17L11 USP17L30 USP17L19 USP17L21 USP17L26 FAM124B KDM4D USP18,
10,cysteine-type endopeptidase activity involved in apoptotic process,IRGC OAS3 SAMD9 IFIH1 GIMAP2 CASP12 GBP1 CARD16 SAMD3 CASP6 DDX60 MLKL RSAD2 APOL1 APOL6 OAS2 NMI PARP14 OASL GSDMA DDX58 APOL3 THEMIS AIM2 CASP9 SLFN11 CASP4 GBP2 GSDMD PARP15 OAS1 CASP14 SP110 RBM43 PYHIN1 IFI16 NUGGC CARD18 MX1 GBP7 CASP8 MNDA GSDMB SP140L IFI44 GBP6 PARP9 SLFN14 FAM111A HERC6 GBP4 GIMAP7 IFI35 CASP5 THEMIS2 CGAS HERC5 IRGM GSDME CASP7 GIMAP6 DDX60L SLFN5 CARD8 SP100 EIF2AK2 SAMD9L IFIT2 GBP3 DTX3L MX2 FAM111B SP140 CASP10 GSDMC GIMAP5 RNASEL GIMAP8 PJVK GIMAP4 GIMAP1 MACC1 TICAM2 SLFN13 GBP5 GIMD1 ZNFX1 IFI44L SLFN12 CASP2 CASP3 CASP1,
106,cysteine-type endopeptidase inhibitor activity,LCN1 CNMD AHSG CST7 DKKL1 SFTPC LXN ZG16B CST3 CST4 CAMP NPC2 CST6 LCN6 LCN12 APOM TEX264 CST9 CST1 CST8 RARRES2 CST11 AMBP PTGDS LCN9 PEBP4 CST9L PIP LCN10 APOD GMFG LCN8 LCNL1 ORM2 GNLY RBP4 EPDR1 BRICD5 CST2 OBP2A RARRES1 OBP2B LCN15 ORM1 GM2A LCN2 PAEP CSTL1 GKN1 LY86 SPP2 FETUB C8G CST5 GKN2,
392,cytidine catabolic process,AICDA RTP4 APOBEC3G CYB5RL APOBEC2 APOBEC3B APOBEC3F APOBEC3H APOBEC3C RTP3 RTP1 APOBEC1 RTP2 APOBEC3D APOBEC3A,
99,cytokine receptor activity,IL22RA2 CD5 PRLR ILDR1 ROBO4 IL7R IL17REL LIFR IL21R IL6ST IL1R1 IL20RA IL4R IL23R IL10RA IL12B IL10RB IL1RL1 IFNAR2 CSF2RB EBI3 IL22RA1 LEPR IRAK3 IL31RA IL18RAP IFNLR1 GHR IL27RA THSD1 FNDC9 F3 IL17RD CDCP1 RNF43 IFNGR1 OSMR IL12RB1 IL17RB IL1RAP EPOR IFNGR2 SIGIRR IL5RA IL2RB CSF3R IL1RL2 IL6R IL20RB MPL IL12RB2 IL18R1 IL17RA IFNAR1 PTPN7 IL1R2,
20,cytoplasmic microtubule,C1orf105 GTSF1 C20orf85 MAP6D1 ZC2HC1B SPATS1 CFAP161 SPATA4 PPP1R32 C7orf57 PACRGL ZNF474 ATP6V1FNB PIFO C8orf48 FAM228B HYLS1 LEXM C7orf31 FAM166A TBATA SPAG8 STPG4 TEX43 C1orf100 C4orf51 ODF3 C10orf120 C5orf49 TEX37 ODF3B C4orf17 C19orf71 TEX45 TEX26 LDLRAD1 C10orf82 MDM1 FAM166B CFAP97D2 C2orf73 TSGA13 STMND1 C22orf23 CFAP97D1 PACRG ODF3L1 FAM216B UBXN10 C3orf84 C4orf45 APOBEC4 MEIG1 C16orf78 FAM183A CFAP126 CCDC190 C11orf1 C9orf43 SAXO1 CDRT4 CCDC198 THEG FAM47E STPG2 CFAP77 TEX33 STPG3 FAM166C SPATA48 THEGL FAM228A ODF3L2 STPG1 SPACA9 C5orf52 CEP41 SAXO2 C4orf47 ENKUR JPT2 C1orf141 EFHB TEX52,
38,cytoplasmic stress granule,BCL9L EPC1 MAML2 FOXJ2 SS18 BICRAL ARID2 CNOT4 CLOCK SMG7 MN1 WNK1 GATAD2B GPS2 PUM1 PYGO1 NPAS2 YTHDF3 TNRC6C NCOA2 NCOA1 NCOA6 YTHDF1 BCL9 SIK3 ARPP21 CRTC1 FOXO3 CREBBP FOXO1 EP300 ZMIZ1 FOXJ3 SOX9 CRTC3 ARNT MYOCD AHR STAM2 TNRC6A STAM YTHDF2 RC3H2 SUPT20H CAPRIN1 MBD5 MRTFB RFX7 MAML3 RC3H1 PUM2 MAML1 ARID1B ARID1A NCOA3 HIPK3 TOB1 ARNT2 R3HDM1 SIK2 YAP1 R3HDM2 SS18L1 TFG LATS1 HGS HIPK1 ATXN2 MLLT10 ATXN2L MRTFA DCP1B FAM222B,
398,cytoplasmic stress granule,GPATCH2 SCAF11 NUFIP2 CCSER2 REPS1 OTUD4 GPBP1L1 N4BP2L2 LARP1B LARP4B GPBP1 LARP4 TDRD3 WAC,
8,cytosolic ribosome,RSL24D1 RPS8 RPL36AL RPL21 EIF1 RPS5 RPL26 RPS23 RPL11 RPL15 RPS3A RPL23A RPS7 EEF1B2 RPS11 PFDN5 RPS25 RPL26L1 RPSA RPL27A RPS2 RPL7 RPS3 RPL22 RPL6 SNU13 RPL36 RPL38 RPS15A UBA52 RPLP1 RPL10A NACA SRP14 RPS24 RPL7A RPL13A RPL27 RPL3L RPL4 RPL22L1 RPL23 RPS28 RPL37 RPS13 CFAP20 RPS27 RPL41 FAU RPS19 RPS6 RPL34 RPS21 RPS29 RPS15 RPS16 RPS20 RPL28 RPL10L RPL3 RPL17 RPL35A RPS10 RPL9 RPL18A RPL13 RPS14 RPL39L RPL37A RPLP2 RPL18 RPS12 RPLP0 RPL14 RPL32 BTF3L4 BTF3 RPL30 RPS18 RPL24 NSA2 EEF1D RPL8 RPL31 RPS9 RPL35 RPS26 RPL29 RPS27A RPL5 RPS17 RPL19 RPL12,
131,damaged DNA binding,C18orf63 ZFAND4 TICRR CEP78 DCLRE1B DCP2 RAD52 POLK CDC7 POLQ MORC2 ENTHD1 SHOC1 MORC3 EXO1 DCLRE1C HAUS6 PPM1D MCM9 OBI1 RAD18 CHUK CEP44 ERCC6L2 DBF4 CEP97 ZSWIM2 POLH RTKN2 POLI USPL1 MTBP TDRD5 DDIAS SETDB2 DTL NEPRO STIL ABRAXAS1 RMI1 USP53 NSUN7 MORC1 KDM7A GEN1 SLX4IP ERI2 MRE11 KIF24 DDX20 NBN,
176,death receptor activity,TNFRSF4 TNFRSF25 PIK3IP1 LAYN NGFR CD6 CD93 TNFRSF10A LRP10 RELL1 CD40 SPACA1 CD320 TNFRSF6B LRRN4CL IGFLR1 RELT DLK2 TNFRSF21 TNFRSF11A EGFL8 CD27 CD164L2 TNFRSF9 TNFRSF10C FAS LTBR TNFRSF10D NPDC1 EGFL7 CD38 TNFRSF14 TNFRSF17 TNFRSF8 CLEC14A TNFRSF1B TNFRSF18 TNFRSF11B TNFRSF1A EDAR SCARF1 TNFRSF10B TNFRSF13B,
244,detoxification of copper ion,KRTAP5-7 MT1A KRTAP17-1 MT1M SCYGR6 MT3 SCYGR4 SCYGR3 MT1G SCYGR5 KRTAP5-6 KRTAP5-10 KRTAP5-3 MT2A KRTAP5-5 ANAPC11 KRTAP5-2 SCYGR7 KRTAP5-9 KRTAP5-1 KRTAP5-8 MT1F SCYGR2 KRTAP5-11 MT1X MT1HL1 MT1B SCYGR1 SCYGR8 MT4 ELN MT1H MT1E KRTAP5-4,
223,deubiquitinase activity,FAM13B SESN1 USP13 SESN3 USP45 ZNF451 USP28 USP20 MYSM1 ZRANB1 PLEKHM3 FAM91A1 FBXO9 RNF180 FANCL USP48 FBXO40 USP44 USP49 RAB3GAP1 CYLD IMPACT TUT7 MIGA1 USP40 PHTF2 USP47 SESN2 CERT1 USP4 USP33 FBXL5 USP19 CRBN USP16 PPME1 FBXO25,
442,diacylglycerol kinase activity,DTNB PLCB1 CACNA2D3 SMYD3 DNMT3L DGKB DGKA DGKG KCNMA1 PLCB4,
332,dioxygenase activity,DCPS JMJD8 USB1 DFFB SETD6 SETD4 RIOX2 JMJD4 MPI GDPGP1 SMYD4 DNASE1L2 KDM8 SMYD5 ASPHD2 MEAK7 ADO OGFOD3 OGFOD2 TYW5 SETD3,
124,dolichol-linked oligosaccharide biosynthetic process,SLC35G2 SLC35A4 TMPPE OCSTAMP SLC23A3 MFSD5 TMEM185B RNF139 SLC35E4 TMEM270 TMEM82 AQP11 SLC35G6 PIGW RCE1 RHBDD3 GPAA1 RNF26 SPPL2C DPAGT1 PIGO DOLK TMEM203 TMEM161A ALG12 MFSD3 SLC16A11 ALG10B ALG10 MBOAT4 MFSD13A SLC35G3 SLC35G5 PIGV LMF2 AQP12B STRA6 TMEM115 SLC35G4 PIGM ROM1 SLC16A13 GGT6 DNAJC22 SLC22A31 ALG2 AQP12A PIGZ XKR8 SLC10A5 KCNK7,
437,double-stranded RNA binding,INO80C STAU1 ADAR ADARB1 TARBP2 PIN1 ADAD2 GTF2E2 ADARB2 PRKRA,
289,dynactin complex,ACTR1B ACTR3B GFOD2 ACTL8 ACTL6A ACTR2 ACTR5 ACTL10 GFOD1 ACTL6B ACTR8 ACTR3 LGSN ACTL9 ACTRT2 HSPA14 ACTR10 ACTR3C ACTRT3 CCT8L2 HSPA12A ACTR1A TUBE1 ACTR6 ACTL7A HSPA12B ACTL7B,
245,embryonic placenta development,FOXO6 MEX3D CEBPB CITED4 CDC42EP5 MYCN JUNB SLC2A4RG TCFL5 KLF2 C11orf96 FAM181B DBP CBX4 SAMD1 JUND IER5 CEBPA ZAR1 FOXQ1 JUN MYCL MAFB SOX18 FOXJ1 IER5L INSM1 OTUD1 FOXO3B SOX12 NANOS1 CDKN1C ZFP36L2,
109,embryonic skeletal system morphogenesis,HOXC4 HOXA11 HOXD10 HOXB9 MEOX2 HOXD13 HOXD3 HOXA5 HOXC12 DLX3 HOXA7 HLX HOXD1 HOXD8 HHEX HOXC8 HOXC11 IRX4 HOXC5 NKX6-3 HOXD11 HOXA6 HOXB8 HOXC13 HOXB3 HOXD12 HOXA4 SOX15 MEOX1 HOXC9 HOXA9 SIX1 HOXB13 DLX1 HOXC6 DLX6 GSX1 DLX4 GSC FOXI1 HOXB6 HOXA1 HOXC10 HOXD4 HOXA10 HOXA3 HOXB4 HOXD9 IRX6 POU1F1 HOXB1 HOXB5 ALX4 HOXB7 DLX5,
314,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters",ARL14EPL FGFBP1 IL17C RNASE1 RNASE4 RNASE7 DNASE2B RNASE10 FGFBP2 RNASE9 RNASE3 RNASE2 RNF113B RNASE12 RNASE11 RNASE8 IL17B ANG RNASE6 EDDM3B FGFBP3 RNASE13 IL25,
396,endopeptidase activator activity,CHTF8 GINS4 EID3 GINS3 PSME3 DUSP12 CHRAC1 CRCP POLR2D MED18 PSME1 RNASEH2C NSMCE4A PSME2,
218,endoplasmic reticulum organization,LNPK TVP23C CLCC1 SCAMP1 EMC4 PEX13 YIPF5 SCAMP2 YIPF4 EMC3 REEP4 STARD3NL NDFIP1 CAMLG REEP2 YIPF1 REEP5 YIF1B PSEN2 FAM8A1 REEP1 SCAMP5 YIPF2 FAIM2 YIPF3 SCAMP4 SPART TVP23A RHBDD2 YIF1A REEP6 REEP3 PSEN1 TM2D2 NDFIP2 SCAMP3 YIPF7 TVP23B,
29,endoplasmic reticulum palmitoyltransferase complex,TMEM167A TMEM35B TMEM170A TMEM244 CNIH1 LEPROT SYS1 ARL6IP1 SMIM10L1 CACFD1 RER1 TMEM60 ORMDL2 TMEM170B TMEM208 TMEM18 TMEM80 TEX261 TMBIM4 TMEM39B ERG28 UNC50 SLC48A1 TMEM107 RABAC1 DAD1 GPR89B CNIH3 TMEM216 TMEM109 GPR89A RAB5IF APH1B LEPROTL1 TMEM220 SPTSSA TMEM138 SFT2D1 APH1A CNEP1R1 TMEM243 TMEM39A ARL6IP6 ORMDL3 PIGC TMEM251 SFT2D2 JAGN1 EMC6 VKORC1 TMEM128 ORMDL1 TMEM50A TMEM167B CNIH4 SMIM7 CNIH2 TMEM147 CD47 TMEM14A TMEM258 PSENEN ARL6IP5 TMEM218 TMEM42 ATP6V0E1 DPM2 RNASEK SPCS1 GOLT1B TMEM50B OSTC ATP6V0E2 IER3IP1 GOLT1A KRTCAP2 WDR83OS PIGP,
450,ephrin receptor binding,EFNA3 EFNA5 VSTM2B EFNA4 EFNA1 VSTM2A FRRS1L EFNA2 CREG2,
281,ephrin receptor signaling pathway,SIPA1L3 ARHGEF11 TIAM1 ARHGEF12 TIAM2 BTBD7 ARHGAP12 ARHGEF4 RAPGEF2 ARAP2 RAPGEF6 ARHGEF28 SOS2 ARHGEF7 KIF13A PLEKHH2 PTPN13 SIPA1L1 ARHGAP21 MYO16 SOS1 RGS12 PHLPP1 SIPA1L2 PDE3B TBC1D5 ANKIB1 MAP3K4,
224,epithelial cilium movement involved in extracellular fluid movement,FAM161A CCDC148 CFAP99 TBC1D31 NEXN CCDC112 RIBC2 MNS1 SH2D4B KIAA2012 CCDC50 NEK5 SPATA17 IQANK1 CCDC15 RSPH3 CCDC34 FAM107B ZC2HC1C MAP9 EZR FAM107A TCHP DNAAF4 DYDC1 EPSTI1 CFAP45 LRRC27 SH2D4A CCDC81 SWAP70 CCDC191 FAM161B CCDC181 CFAP53 LRRIQ3 RDX,
206,establishment or maintenance of apical/basal cell polarity,MPP3 PARD6G PARD6A USH1C CRKL TAX1BP3 GIPC1 SH3RF2 SH3YL1 SDCBP PDZD9 HTRA4 PDZD7 LNX2 SYNJ2BP PDZK1 PATJ LIN7A PLEKHS1 FRMPD2 GRIP2 DLG4 SLC9A3R2 SLC9A3R1 SDCBP2 PARD6B MPP7 GIPC2 TJP3 GIPC3 LIN7C CRK MPP4 APBA3 LNX1 LIN7B IL16 MPP2 WHRN,
390,euchromatin,SCML4 PARP12 AIRE DTX2 RNF212 PHF1 ELL MBD1 ZNF598 TRIM28 DTX4 TMEM201 ELL2 ZC3HAV1 DTX1 ATXN7L2,
445,eukaryotic initiation factor 4E binding,MZT2B C12orf57 MZT2A EIF4EBP3 JPT1 PPDPF CCDC28A EIF4EBP2 CDK2AP2 EIF4EBP1,
236,exocyst localization,GPAT2 SMPD4 TMEM214 FANCE RPAP1 PLEKHG4 GLE1 FAAP100 CCDC142 MROH6 MSLNL GHDC KIFC2 HAUS5 TNFAIP2 FAM178B STRC CTC1 FASTK TEDC1 EXOC3L1 TELO2 FANCG AP5Z1 PIDD1 NIBAN3 EXOC3L4 PEX6 PIK3R6 EXOC3L2 PATL2 BRAT1 TAF1C FAM98C CDAN1 TTC31,
456,exopeptidase activity,ISOC1 METAP1 L3HYPDH PM20D2 MBLAC2 METAP1D,
